time,A1,A2,Soil
2020-07-07,2.1461514822584675,2.0112161451349255,1.1841624654321121
2020-07-08,2.0909679191291506,1.960368858564388,1.146982026539264
2020-07-09,2.0379347155075185,1.9118997080554525,1.109800817489435
2020-07-10,1.9879168978783879,1.8647930613804742,1.0748676114547717
2020-07-11,1.939502912879703,1.8191800131713616,1.0408943889427262
2020-07-12,1.8873275889527,1.770865498815213,1.0067776697304698
2020-07-13,1.839618582685722,1.7250789419254486,0.9774825554176714
2020-07-14,1.7920862273889901,1.6777752486134792,0.9502186017313099
2020-07-15,1.7441886530641528,1.6308168461435928,0.9220838064455954
2020-07-16,1.6976919712145473,1.587001470505292,0.8925469818643815
2020-07-17,1.650137618083341,1.5410868937130404,0.8685239280730825
2020-07-18,1.6011724694732021,1.4966866303714665,0.8418072709087013
2020-07-19,1.5544444062128702,1.4516349917788807,0.8156959432522273
2020-07-20,1.5079204044132064,1.4079396514214098,0.7905306646297363
2020-07-21,1.4634781480221073,1.3620442897691536,0.7676401134169801
2020-07-22,1.424121695192105,1.3241778793548646,0.7472775673386591
2020-07-23,1.3842423844698337,1.288453729915505,0.7294630379919569
2020-07-24,1.3411538599942006,1.2444453214726634,0.7049418249755927
2020-07-25,1.2971991540094496,1.2024003253971158,0.6849035347832172
2020-07-26,1.2539217123493707,1.160811470963549,0.662091992674648
2020-07-27,1.2127898372260753,1.120800262787653,0.6396215381443858
2020-07-28,1.174159839073177,1.084415509096814,0.6220882453098942
2020-07-29,1.1410517466011576,1.049386689684882,0.6051896900257265
2020-07-30,1.105512774618032,1.0147730492021851,0.587796533346324
2020-07-31,1.0736866718299183,0.9862669999733955,0.5727295683065802
2020-08-01,1.045688167462997,0.9568795507036483,0.5581565348177516
2020-08-02,1.0156493547657979,0.9278049639230905,0.5459256605460714
2020-08-03,0.9871212038526105,0.9005899803527644,0.5334078771070606
2020-08-04,0.967887771597974,0.878904291284007,0.5253586447153588
2020-08-05,0.952593724396612,0.8610909339502477,0.5185284878249148
2020-08-06,0.9309163916754073,0.8437360019415939,0.5095981425329865
2020-08-07,0.9083621861184279,0.8199095945580439,0.4988660353484693
2020-08-08,0.8850356295641165,0.7942434141728993,0.48764909742908136
2020-08-09,0.8604822284981714,0.7722053330142995,0.4762894360035349
2020-08-10,0.8425257580175703,0.7508534543439461,0.46539891730270133
2020-08-11,0.8198055241016708,0.7323493505982862,0.45425864887922385
2020-08-12,0.7989443223330099,0.7123763228840759,0.4413004757789837
2020-08-13,0.7755396093483069,0.6898362436363785,0.42854918856925467
2020-08-14,0.7546461688139929,0.6721667980343116,0.419945349124893
2020-08-15,0.7428369772870502,0.6564843239778043,0.4145871811264846
2020-08-16,0.730507118803022,0.6425766474528458,0.4076393350196897
2020-08-17,0.7159444804038263,0.6290839280262892,0.39994827120790943
2020-08-18,0.701443115502182,0.6139908346311362,0.3936531303558063
2020-08-19,0.685460056443962,0.5970497139389322,0.3817051192436085
2020-08-20,0.660145916142797,0.5782139190721037,0.3656215147045728
2020-08-21,0.6435746155140093,0.5633646270469426,0.35876497495293685
2020-08-22,0.6292082658509608,0.5489200440336565,0.3537469069436869
2020-08-23,0.612128954166356,0.5307212412059812,0.3446444371780982
2020-08-24,0.5954979977281372,0.5166792513189313,0.33572478411892664
2020-08-25,0.5811704814582657,0.5045361150592793,0.32729206055503435
2020-08-26,0.565791422867778,0.4919885727125723,0.31750722212697263
2020-08-27,0.5538379234518908,0.4811211043949564,0.3107511204546651
2020-08-28,0.5418681582607228,0.46971864642932926,0.30728832173096177
2020-08-29,0.5307968506841134,0.46039636765595154,0.30308623849591537
2020-08-30,0.5209339256547398,0.4494237762535469,0.29478333657122446
2020-08-31,0.5070041883223174,0.43849180554484946,0.28762866922448566
2020-09-01,0.4977569146850481,0.43317969487201424,0.283684108869172
2020-09-02,0.4916194635482225,0.4261988800981391,0.2787273834461916
2020-09-03,0.4824858864485848,0.41734216128911245,0.2736252256968318
2020-09-04,0.47143319151298646,0.40534166698563223,0.2672709900790678
2020-09-05,0.45955839086906236,0.3985795786460437,0.26081002427541694
2020-09-06,0.45541907226160017,0.3949126384786753,0.26113287861122203
2020-09-07,0.454919905782441,0.39500120422436885,0.26343760565364815
2020-09-08,0.45342249263645895,0.3972483975836386,0.25941262372957125
2020-09-09,0.4484035565445776,0.39363558376952035,0.2523890159142044
2020-09-10,0.4387304071070684,0.3873283573036873,0.24276949285078792
2020-09-11,0.42551915812977487,0.37741901296009495,0.2371033682952195
2020-09-12,0.41546375535925695,0.3668229231549459,0.23265374309650827
2020-09-13,0.40686972160478263,0.35664098785602005,0.2277285141502551
2020-09-14,0.3958669649795099,0.3483754506489694,0.2226087514547605
2020-09-15,0.3847685221267185,0.3409948728749437,0.216044361765363
2020-09-16,0.37636406243920206,0.3362142387280504,0.21433161746129523
2020-09-17,0.3755872976665311,0.33323402760865783,0.2150555871012233
2020-09-18,0.3713846243048862,0.3320618626659319,0.21214346143483223
2020-09-19,0.36450436933661146,0.32668443225933314,0.20713540432675764
2020-09-20,0.35840646481147026,0.32118624860872813,0.20375158767826398
2020-09-21,0.35240885678510125,0.3165447166360915,0.19990344017741482
2020-09-22,0.34402899750877663,0.3110049816252519,0.1962038850407794
2020-09-23,0.33538577193792796,0.3056571364872601,0.19083214053764855
2020-09-24,0.332261664493442,0.30090750331079236,0.18969950599858498
2020-09-25,0.3258672041285955,0.29513967470809255,0.18502258683425243
2020-09-26,0.3179211045461154,0.28935361907218793,0.18198902151372998
2020-09-27,0.3150591330830169,0.284874185034825,0.18232951321294133
2020-09-28,0.314902304586429,0.2847373470736171,0.1829894869582393
2020-09-29,0.3125414765043497,0.28402134939783585,0.18068062980473334
2020-09-30,0.3081906716553777,0.27988356606975456,0.17692541366034562
2020-10-01,0.30572160546628324,0.2762923014085398,0.17547675904614635
2020-10-02,0.30034323166665866,0.2742877284817371,0.1725743245814415
2020-10-03,0.2950224373341957,0.2707408030145369,0.1697693232289332
2020-10-04,0.2889915973655469,0.26621904080900854,0.1642841078408287
2020-10-05,0.280543814492794,0.258031505682495,0.15855431496033
2020-10-06,0.2717059608504923,0.25060389333416777,0.1528343768772183
2020-10-07,0.26355072060390977,0.24237734520360904,0.145165638573957
2020-10-08,0.25282330747954745,0.23636278045367115,0.13740943844109643
2020-10-09,0.24155696623197756,0.22695086641041481,0.13001018577249218
2020-10-10,0.23318567171132984,0.22080427820327622,0.13137616232060162
2020-10-11,0.2273919439467129,0.213538528690626,0.1274249383586061
2020-10-12,0.2211621730267731,0.20581909557744643,0.1218164272507821
2020-10-13,0.21561339911098554,0.20048139073301874,0.11961645086929132
2020-10-14,0.21269850842180166,0.1984324549576361,0.11852580728513992
2020-10-15,0.2106985465660633,0.1975745776986022,0.11836898070272804
2020-10-16,0.2107345523445011,0.19748478387661533,0.12003535012900808
2020-10-17,0.20944044149788452,0.1955887709409217,0.11806442219029364
2020-10-18,0.20449734248432053,0.18952647980737514,0.11502120852004316
2020-10-19,0.19859974677499737,0.1846999808437625,0.11039425856206889
2020-10-20,0.19251749452574957,0.17921652142777336,0.10506574186472334
2020-10-21,0.18682522796441892,0.1738888647254943,0.10341194018589436
2020-10-22,0.1790297270165085,0.16851524159237405,0.09678708159226648
2020-10-23,0.16827608193190943,0.1616535052853264,0.08983211971991159
2020-10-24,0.15884561971523833,0.1549777789814805,0.0808237005831244
2020-10-25,0.14860884727868057,0.14348376262819834,0.07562211100422671
2020-10-26,0.13927897604988454,0.13478588136302785,0.0700808382941915
2020-10-27,0.12944662687533637,0.12839338905737663,0.06461056790222483
2020-10-28,0.1225700575740383,0.1247174751587285,0.06206028712943526
2020-10-29,0.11513272856262294,0.11848885854893462,0.05807200251780888
2020-10-30,0.10929058976225298,0.11138570064068487,0.05447066606124447
2020-10-31,0.1037502886276348,0.10289215881928129,0.05045009463122212
2020-11-01,0.09840339259567185,0.0996942597967817,0.04898841824597134
2020-11-02,0.09311301164256408,0.09664191721587934,0.04530739732617588
2020-11-03,0.08740303035494583,0.0921519675255923,0.04069687672222874
2020-11-04,0.08146473589004459,0.09133185086140422,0.03938955494645211
2020-11-05,0.08070588206453694,0.08954279614891583,0.04039825508945053
2020-11-06,0.0722146166896233,0.08091495220945918,0.045253205091406616
2020-11-07,0.0640917995456047,0.07562913877584874,0.03632974141415688
2020-11-08,0.05453286717160044,0.06426667517657286,0.029806254453278523
2020-11-09,0.044754950118808576,0.05669592709015561,0.019024118702505394
2020-11-10,0.0322271924171062,0.052973419511652776,0.014793162449922794
2020-11-11,0.02603932561126041,0.04684490933450704,0.011481600758334189
2020-11-12,0.020288427954286977,0.041712170155103784,0.006664097617221202
2020-11-13,0.04786899343217489,0.04872511560984541,1.5335470275821805
2020-11-14,0.29891408289127025,0.24591684535602454,2.0189332957375523
2020-11-15,0.9339597938964685,0.6043827105313925,2.858486815261469
2020-11-16,1.9296359283520248,1.2596854753663165,2.629541468255007
2020-11-17,2.763098120816724,2.197962558633215,3.6510347242793557
2020-11-18,4.829194310082361,4.313221044441005,4.4391018187859155
2020-11-19,4.782837879268356,4.466242118909639,4.113323366831978
2020-11-20,4.573021689163533,4.251564021751016,3.906852552400125
2020-11-21,4.365469910394336,4.029805958353963,3.712386767798878
2020-11-22,4.196636507764705,3.842857782553418,3.5580989990198555
2020-11-23,4.086393967070997,3.705291284053409,3.5107239125828107
2020-11-24,3.974842949744626,3.570574983272957,3.3978103464799547
2020-11-25,3.8496721584261984,3.436729187566976,3.2616610309774474
2020-11-26,3.7230542959186224,3.306754452010714,3.1205496418531773
2020-11-27,3.593482027904865,3.1802566533820564,2.9673864926492004
2020-11-28,3.4781285373725157,3.0732018516853135,2.829682182486382
2020-11-29,3.3788645495654124,2.980517134310198,2.711340326388681
2020-11-30,3.2870602844150016,2.8932910800792326,2.6035009650633607
2020-12-01,3.20211635217142,2.813240982288235,2.508503645382982
2020-12-02,3.122905655916104,2.739707305451316,2.4188292353587255
2020-12-03,3.0501570208112962,2.6738317256797193,2.3395215862630607
2020-12-04,2.9866971823164565,2.615416430599702,2.2729991152242275
2020-12-05,2.9261056636303113,2.5612993549899805,2.205775996983716
2020-12-06,2.875992984355035,2.516758055591201,2.156318544672395
2020-12-07,2.8108081120552777,2.450955706577711,2.092969570316006
2020-12-08,2.744533103094847,2.3890565806001307,2.0201820684050165
2020-12-09,2.6915894957552604,2.344016181130948,1.9602506663016148
2020-12-10,2.645578145039943,2.307126479844472,1.9102568828560273
2020-12-11,2.599375630798265,2.2705299982060545,1.9378163438305211
2020-12-12,2.641293091759714,2.296393733943705,2.2699929043206604
2020-12-13,3.509398976738895,2.9723315515916706,4.003056180235719
2020-12-14,4.7023530161500116,4.170453818227222,4.2915369062916735
2020-12-15,4.6217481110458,4.185722601940526,4.13224179730637
2020-12-16,5.1279202203044125,4.714911029067666,4.674518391428116
2020-12-17,5.177839742360563,4.929045902782706,4.563578430373605
2020-12-18,4.9731848527393625,4.731475288790926,4.329016868207855
2020-12-19,4.824959971306743,4.591949502705525,4.1796664553801195
2020-12-20,4.7228125352802355,4.490385173908575,4.083200796482849
2020-12-21,4.641333238625328,4.40628123935527,4.003654888687507
2020-12-22,4.643961424732611,4.383498839253969,4.088014045657206
2020-12-23,4.638740240269126,4.378666491277327,4.0545212534051585
2020-12-24,4.580278374676353,4.323328020933856,3.97694016719075
2020-12-25,4.95500752225376,4.682634340083554,4.49567648824139
2020-12-26,5.390411902486633,5.17459565208949,4.857846298083867
2020-12-27,5.071085970106715,4.8640230548983885,4.46565393510929
2020-12-28,4.909329758513791,4.699342847376416,4.290974485343198
2020-12-29,4.795689754401957,4.5833735543871,4.178290047464855
2020-12-30,4.821458647002197,4.595095621482404,4.314838085861537
2020-12-31,5.255303621443588,5.063445457609329,4.701667894327012
2021-01-01,5.065365880073502,4.865896838277114,4.507858670030883
2021-01-02,5.2507496514993255,5.058762932655698,4.707623893618717
2021-01-03,5.213961128816006,5.023242810744894,4.668391665438825
2021-01-04,5.177172606132688,4.98772268883409,4.629159437258932
2021-01-05,5.140384083449368,4.952202566923287,4.58992720907904
2021-01-06,5.370794396755508,5.17263241074687,4.9515444541261875
2021-01-07,5.312374318300513,5.138060199170614,4.809145951510006
2021-01-08,5.316065853518993,5.1435066133728515,4.829211386274334
2021-01-09,5.117803183456382,4.938950889444189,4.585085078073989
2021-01-10,5.130836312998205,4.950325472606759,4.674806884144629
2021-01-11,5.080423076643019,4.915141761547364,4.571798150191595
